"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 concomitant medication","38 (71.7%)","43 (58.9%)","81 (64.3%)","35 (59.3%)","116 (62.7%)","VALUE",2,0,0,0
"Uncoded","34 (64.2%)","35 (47.9%)","69 (54.8%)","34 (57.6%)","103 (55.7%)","VALUE",3,0,0,1
"Uncoded: hydrocortisone, topical","11 (20.8%)","12 (16.4%)","23 (18.3%)","4 (6.8%)","27 (14.6%)","VALUE",3,1,1,0
"Uncoded: cortisone","8 (15.1%)","4 (5.5%)","12 (9.5%)","4 (6.8%)","16 (8.6%)","VALUE",3,1,2,0
"Uncoded: benadryl","7 (13.2%)","6 (8.2%)","13 (10.3%)","1 (1.7%)","14 (7.6%)","VALUE",3,1,3,0
"Uncoded: ativan","2 (3.8%)","2 (2.7%)","4 (3.2%)","2 (3.4%)","6 (3.2%)","VALUE",3,1,4,0
"Uncoded: claritin","2 (3.8%)","2 (2.7%)","4 (3.2%)","1 (1.7%)","5 (2.7%)","VALUE",3,1,5,0
"Uncoded: lorazepam","1 (1.9%)","4 (5.5%)","5 (4.0%)","0","5 (2.7%)","VALUE",3,1,6,0
"Uncoded: calamine lotion","3 (5.7%)","1 (1.4%)","4 (3.2%)","0","4 (2.2%)","VALUE",3,1,7,0
"Uncoded: lidex","2 (3.8%)","2 (2.7%)","4 (3.2%)","0","4 (2.2%)","VALUE",3,1,8,0
"Uncoded: motrin","0","1 (1.4%)","1 (0.8%)","3 (5.1%)","4 (2.2%)","VALUE",3,1,9,0
"Uncoded: robitussin","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","4 (2.2%)","VALUE",3,1,10,0
"Uncoded: advil","2 (3.8%)","0","2 (1.6%)","1 (1.7%)","3 (1.6%)","VALUE",3,1,11,0
"Uncoded: robitussin-dm","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","3 (1.6%)","VALUE",3,1,12,0
"Uncoded: allegra","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,13,0
"Uncoded: bactrim","0","0","0","2 (3.4%)","2 (1.1%)","VALUE",3,1,14,0
"Uncoded: erythromycin","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,15,0
"Uncoded: ibuprofen","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,16,0
"Uncoded: multivitamin","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,17,0
"Uncoded: neosporin /usa/","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,18,0
"Uncoded: prilosec","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,19,0
"Uncoded: sudafed","0","0","0","2 (3.4%)","2 (1.1%)","VALUE",3,1,20,0
"Uncoded: sulfamethoxazole","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,21,0
"Uncoded: tylenol","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,22,0
"Uncoded: vitamin c","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,23,0
"Uncoded: vitamin e","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","2 (1.1%)","VALUE",3,1,24,0
"Uncoded: acetaminophen","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,25,0
"Uncoded: albuterol","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,26,0
"Uncoded: aloe vera","1 (1.9%)","0","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,27,0
"Uncoded: amoxicillin","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,28,0
"Uncoded: antihistamines for systemic use","0","0","0","1 (1.7%)","1 (0.5%)","VALUE",3,1,29,0
"Uncoded: armour thyroid","0","1 (1.4%)","1 (0.8%)","0","1 (0.5%)","VALUE",3,1,30,0
