"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Skin and subcutaneous tissue disorders","9 (17.0%)","6 (8.2%)","15 (11.9%)","4 (6.8%)","10.2 (-1.8, 22.2)","1.4 (-7.6, 10.4)","VALUE",2,0,0,0
"Pruritus","5 (9.4%)","5 (6.8%)","10 (7.9%)","1 (1.7%)","7.7 (-0.8, 16.3)","5.2 (-1.5, 11.8)","VALUE",2,1,1,0
"Rash","3 (5.7%)","1 (1.4%)","4 (3.2%)","1 (1.7%)","4.0 (-3.1, 11.0)","-0.3 (-4.6, 3.9)","VALUE",2,1,2,0
"Erythema","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",2,1,3,0
"General disorders and administration site conditions","4 (7.5%)","4 (5.5%)","8 (6.3%)","3 (5.1%)","2.5 (-6.6, 11.5)","0.4 (-7.3, 8.1)","VALUE",3,0,3,1
"Dizziness","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","1.9 (-1.8, 5.5)","4.1 (-0.4, 8.7)","VALUE",3,1,4,0
"Fatigue","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",3,1,5,0
"Local Administration Reaction","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",3,1,6,0
"Decreased Appetite","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,1,7,0
"Peripheral Edema","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,1,8,0
"Nervous system disorders","4 (7.5%)","1 (1.4%)","5 (4.0%)","1 (1.7%)","5.9 (-2.0, 13.7)","-0.3 (-4.6, 3.9)","VALUE",4,0,8,1
"Headache","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",4,1,9,0
"Syncope","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",4,1,10,0
"Confusional State","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",4,1,11,0
"Infections and infestations","2 (3.8%)","1 (1.4%)","3 (2.4%)","4 (6.8%)","-3.0 (-11.2, 5.2)","-5.4 (-12.4, 1.5)","VALUE",5,0,11,1
"Nasopharyngitis","2 (3.8%)","1 (1.4%)","3 (2.4%)","3 (5.1%)","-1.3 (-8.9, 6.3)","-3.7 (-9.9, 2.5)","VALUE",5,1,12,0
"Bacterial Infection","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,1,13,0
"Vascular disorders","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",6,0,13,1
"Hemorrhage","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",6,1,14,0
"Thrombosis","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,15,0
"Thrombosis Arterial","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,16,0
"Cardiac disorders","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",7,0,16,1
"Acute Coronary Syndrome","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,1,17,0
"Myocardial Infarction","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,1,18,0
"Myocardial Ischemia","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,1,19,0
"Palpitations","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",7,1,20,0
"Gastrointestinal disorders","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",8,0,20,1
"Diarrhea","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",8,1,21,0
"Vomiting","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",8,1,22,0
"Respiratory, thoracic and mediastinal disorders","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",9,0,22,1
"Dyspnea","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",9,1,23,0
"Immune system disorders","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",10,0,23,1
"Hypersensitivity","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",10,1,24,0
"Renal and urinary disorders","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",11,0,24,1
"Renal & Urinary Tract Infection","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",11,1,25,0
