"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥ 1 AE","51 (96.2%)","62 (84.9%)","42 (71.2%)","15 (28.3%)","19 (26.0%)","19 (32.2%)","VALUE",2,0,0,0
"Skin and subcutaneous tissue disorders","34 (64.2%)","28 (38.4%)","16 (27.1%)","1 (1.9%)","0","4 (6.8%)","VALUE",3,0,0,1
"PRURITUS","20 (37.7%)","14 (19.2%)","6 (10.2%)","0","0","1 (1.7%)","VALUE",3,1,1,0
"ERYTHEMA","12 (22.6%)","8 (11.0%)","6 (10.2%)","0","0","0","VALUE",3,1,2,0
"HYPERHIDROSIS","8 (15.1%)","4 (5.5%)","2 (3.4%)","0","0","1 (1.7%)","VALUE",3,1,3,0
"RASH","5 (9.4%)","9 (12.3%)","4 (6.8%)","0","0","1 (1.7%)","VALUE",3,1,4,0
"SKIN IRRITATION","4 (7.5%)","4 (5.5%)","3 (5.1%)","0","0","0","VALUE",3,1,5,0
"RASH PRURITIC","2 (3.8%)","1 (1.4%)","0","0","0","0","VALUE",3,1,6,0
"ACTINIC KERATOSIS","1 (1.9%)","0","0","0","0","0","VALUE",3,1,7,0
"BLISTER","1 (1.9%)","2 (2.7%)","0","0","0","0","VALUE",3,1,8,0
"PRURITUS GENERALISED","1 (1.9%)","0","0","0","0","0","VALUE",3,1,9,0
"RASH MACULO-PAPULAR","1 (1.9%)","0","0","0","0","0","VALUE",3,1,10,0
"SKIN ODOUR ABNORMAL","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",3,1,11,0
"URTICARIA","1 (1.9%)","1 (1.4%)","0","0","0","0","VALUE",3,1,12,0
"ALOPECIA","0","0","1 (1.7%)","0","0","1 (1.7%)","VALUE",3,1,13,0
"DRUG ERUPTION","0","0","1 (1.7%)","0","0","0","VALUE",3,1,14,0
"RASH ERYTHEMATOUS","0","1 (1.4%)","0","0","0","0","VALUE",3,1,15,0
"SKIN ULCER","0","0","1 (1.7%)","0","0","0","VALUE",3,1,16,0
"General disorders and administration site conditions","26 (49.1%)","38 (52.1%)","16 (27.1%)","5 (9.4%)","6 (8.2%)","1 (1.7%)","VALUE",4,0,16,1
"APPLICATION SITE PRURITUS","13 (24.5%)","18 (24.7%)","4 (6.8%)","0","0","0","VALUE",4,1,17,0
"APPLICATION SITE ERYTHEMA","10 (18.9%)","11 (15.1%)","2 (3.4%)","0","0","0","VALUE",4,1,18,0
"APPLICATION SITE IRRITATION","8 (15.1%)","7 (9.6%)","2 (3.4%)","0","0","0","VALUE",4,1,19,0
"FATIGUE","5 (9.4%)","5 (6.8%)","0","1 (1.9%)","3 (4.1%)","0","VALUE",4,1,20,0
"APPLICATION SITE DERMATITIS","4 (7.5%)","7 (9.6%)","5 (8.5%)","0","0","0","VALUE",4,1,21,0
"APPLICATION SITE VESICLES","4 (7.5%)","4 (5.5%)","0","0","0","0","VALUE",4,1,22,0
