"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 SAE","47 (88.7%)","54 (74.0%)","101 (80.2%)","37 (62.7%)","26.0 (11.0, 41.0)","11.3 (-4.7, 27.2)","VALUE",2,0,0,0
"General disorders and administration site conditions","21 (39.6%)","28 (38.4%)","49 (38.9%)","11 (18.6%)","21.0 (4.5, 37.5)","19.7 (4.8, 34.7)","VALUE",3,0,0,1
"APPLICATION SITE PRURITUS","9 (17.0%)","10 (13.7%)","19 (15.1%)","3 (5.1%)","11.9 (0.3, 23.5)","8.6 (-1.1, 18.3)","VALUE",3,1,1,0
"APPLICATION SITE ERYTHEMA","8 (15.1%)","8 (11.0%)","16 (12.7%)","1 (1.7%)","13.4 (3.2, 23.6)","9.3 (1.4, 17.2)","VALUE",3,1,2,0
"APPLICATION SITE IRRITATION","5 (9.4%)","5 (6.8%)","10 (7.9%)","2 (3.4%)","6.0 (-3.1, 15.2)","3.5 (-3.9, 10.9)","VALUE",3,1,3,0
"APPLICATION SITE DERMATITIS","3 (5.7%)","4 (5.5%)","7 (5.6%)","4 (6.8%)","-1.1 (-10.1, 7.8)","-1.3 (-9.6, 7.0)","VALUE",3,1,4,0
"APPLICATION SITE VESICLES","4 (7.5%)","1 (1.4%)","5 (4.0%)","0","7.5 (0.4, 14.7)","1.4 (-1.3, 4.0)","VALUE",3,1,5,0
"FATIGUE","3 (5.7%)","2 (2.7%)","5 (4.0%)","0","5.7 (-0.6, 11.9)","2.7 (-1.0, 6.5)","VALUE",3,1,6,0
"APPLICATION SITE SWELLING","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,7,0
"MALAISE","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,8,0
"OEDEMA PERIPHERAL","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-2.0 (-7.4, 3.3)","VALUE",3,1,9,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,10,0
"APPLICATION SITE DESQUAMATION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,11,0
"APPLICATION SITE PAIN","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,12,0
"APPLICATION SITE REACTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",3,1,13,0
"APPLICATION SITE URTICARIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,14,0
