"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 AE","51 (96.2%)","","","","","","VALUE",2,0,0,0
"General disorders and administration site conditions","26 (49.1%)","1 (1.9%)","4 (7.5%)","7 (13.2%)","5 (9.4%)","8 (15.1%)","VALUE",3,0,0,1
"APPLICATION SITE PRURITUS","13 (24.5%)","0","1 (1.9%)","4 (7.5%)","3 (5.7%)","3 (5.7%)","VALUE",3,1,1,0
"APPLICATION SITE ERYTHEMA","10 (18.9%)","0","2 (3.8%)","1 (1.9%)","4 (7.5%)","1 (1.9%)","VALUE",3,1,2,0
"APPLICATION SITE IRRITATION","8 (15.1%)","1 (1.9%)","1 (1.9%)","3 (5.7%)","2 (3.8%)","1 (1.9%)","VALUE",3,1,3,0
"APPLICATION SITE DERMATITIS","4 (7.5%)","0","2 (3.8%)","0","0","1 (1.9%)","VALUE",3,1,4,0
"FATIGUE","5 (9.4%)","1 (1.9%)","2 (3.8%)","0","1 (1.9%)","1 (1.9%)","VALUE",3,1,5,0
"APPLICATION SITE VESICLES","4 (7.5%)","0","0","0","2 (3.8%)","1 (1.9%)","VALUE",3,1,6,0
"APPLICATION SITE SWELLING","2 (3.8%)","0","0","0","1 (1.9%)","1 (1.9%)","VALUE",3,1,7,0
"MALAISE","2 (3.8%)","0","0","0","0","2 (3.8%)","VALUE",3,1,8,0
"APPLICATION SITE PAIN","2 (3.8%)","0","0","0","1 (1.9%)","1 (1.9%)","VALUE",3,1,9,0
"APPLICATION SITE PERSPIRATION","2 (3.8%)","0","0","0","1 (1.9%)","0","VALUE",3,1,10,0
"APPLICATION SITE URTICARIA","0","0","0","0","0","0","VALUE",3,1,11,0
"CHEST DISCOMFORT","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",3,1,12,0
"CHEST PAIN","2 (3.8%)","0","1 (1.9%)","0","0","0","VALUE",3,1,13,0
"OEDEMA PERIPHERAL","1 (1.9%)","0","0","0","0","0","VALUE",3,1,14,0
"APPLICATION SITE BLEEDING","0","0","0","0","0","0","VALUE",3,1,15,0
"APPLICATION SITE DESQUAMATION","0","0","0","0","0","0","VALUE",3,1,16,0
"APPLICATION SITE REACTION","1 (1.9%)","0","1 (1.9%)","0","0","0","VALUE",3,1,17,0
"ASTHENIA","0","0","0","0","0","0","VALUE",3,1,18,0
"CHILLS","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",3,1,19,0
"FEELING ABNORMAL","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",3,1,20,0
"FEELING COLD","1 (1.9%)","0","0","0","0","0","VALUE",3,1,21,0
"OEDEMA","0","0","0","0","0","0","VALUE",3,1,22,0
"PAIN","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",3,1,23,0
"PYREXIA","0","0","0","0","0","0","VALUE",3,1,24,0
"SECRETION DISCHARGE","0","0","0","0","0","0","VALUE",3,1,25,0
"SUDDEN DEATH","0","0","0","0","0","0","VALUE",3,1,26,0
"ULCER","0","0","0","0","0","0","VALUE",3,1,27,0
"APPLICATION SITE INDURATION","0","0","0","0","0","0","VALUE",3,1,28,0
"Skin and subcutaneous tissue disorders","34 (64.2%)","2 (3.8%)","2 (3.8%)","10 (18.9%)","10 (18.9%)","7 (13.2%)","VALUE",4,0,28,1
"PRURITUS","20 (37.7%)","2 (3.8%)","2 (3.8%)","5 (9.4%)","5 (9.4%)","4 (7.5%)","VALUE",4,1,29,0
"ERYTHEMA","12 (22.6%)","0","1 (1.9%)","4 (7.5%)","3 (5.7%)","2 (3.8%)","VALUE",4,1,30,0
"RASH","5 (9.4%)","0","1 (1.9%)","1 (1.9%)","3 (5.7%)","0","VALUE",4,1,31,0
"HYPERHIDROSIS","8 (15.1%)","0","1 (1.9%)","3 (5.7%)","1 (1.9%)","0","VALUE",4,1,32,0
"SKIN IRRITATION","4 (7.5%)","0","1 (1.9%)","2 (3.8%)","0","1 (1.9%)","VALUE",4,1,33,0
"BLISTER","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",4,1,34,0
"RASH PRURITIC","2 (3.8%)","2 (3.8%)","0","0","0","0","VALUE",4,1,35,0
"URTICARIA","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",4,1,36,0
"ACTINIC KERATOSIS","1 (1.9%)","0","0","0","0","1 (1.9%)","VALUE",4,1,37,0
"PRURITUS GENERALISED","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",4,1,38,0
"RASH ERYTHEMATOUS","0","0","0","0","0","0","VALUE",4,1,39,0
"RASH MACULO-PAPULAR","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",4,1,40,0
"SKIN ODOUR ABNORMAL","1 (1.9%)","0","1 (1.9%)","0","0","0","VALUE",4,1,41,0
"ALOPECIA","0","0","0","0","0","0","VALUE",4,1,42,0
"DRUG ERUPTION","0","0","0","0","0","0","VALUE",4,1,43,0
"SKIN ULCER","0","0","0","0","0","0","VALUE",4,1,44,0
"Nervous system disorders","18 (34.0%)","4 (7.5%)","1 (1.9%)","1 (1.9%)","5 (9.4%)","5 (9.4%)","VALUE",5,0,44,1
"DIZZINESS","8 (15.1%)","1 (1.9%)","1 (1.9%)","0","1 (1.9%)","3 (5.7%)","VALUE",5,1,45,0
"HEADACHE","5 (9.4%)","0","1 (1.9%)","1 (1.9%)","1 (1.9%)","2 (3.8%)","VALUE",5,1,46,0
"SYNCOPE","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",5,1,47,0
"SOMNOLENCE","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",5,1,48,0
"TRANSIENT ISCHAEMIC ATTACK","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",5,1,49,0
"BALANCE DISORDER","0","0","0","0","0","0","VALUE",5,1,50,0
"BURNING SENSATION","1 (1.9%)","0","0","0","0","1 (1.9%)","VALUE",5,1,51,0
"COGNITIVE DISORDER","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",5,1,52,0
"COMPLEX PARTIAL SEIZURES","0","0","0","0","0","0","VALUE",5,1,53,0
"COORDINATION ABNORMAL","0","0","0","0","0","0","VALUE",5,1,54,0
"HEMIANOPIA HOMONYMOUS","0","0","0","0","0","0","VALUE",5,1,55,0
"HYPERSOMNIA","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",5,1,56,0
"LETHARGY","0","0","0","0","0","0","VALUE",5,1,57,0
"PARAESTHESIA","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",5,1,58,0
"PARAESTHESIA ORAL","0","0","0","0","0","0","VALUE",5,1,59,0
"PAROSMIA","1 (1.9%)","0","0","0","1 (1.9%)","0","VALUE",5,1,60,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (1.9%)","1 (1.9%)","0","0","0","0","VALUE",5,1,61,0
"STUPOR","0","0","0","0","0","0","VALUE",5,1,62,0
"SYNCOPE VASOVAGAL","1 (1.9%)","0","0","1 (1.9%)","0","0","VALUE",5,1,63,0
"PARKINSON'S DISEASE","0","0","0","0","0","0","VALUE",5,1,64,0
