"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 AE","49 (92.5%)","53 (72.6%)","102 (81.0%)","39 (66.1%)","26.4 (12.3, 40.4)","6.5 (-9.3, 22.3)","VALUE",2,0,0,0
"Skin and subcutaneous tissue disorders","26 (49.1%)","23 (31.5%)","49 (38.9%)","12 (20.3%)","28.7 (11.8, 45.6)","11.2 (-3.6, 26.0)","VALUE",3,0,0,1
"PRURITUS","14 (26.4%)","12 (16.4%)","26 (20.6%)","4 (6.8%)","19.6 (6.1, 33.1)","9.7 (-1.0, 20.3)","VALUE",3,1,1,0
"ERYTHEMA","8 (15.1%)","6 (8.2%)","14 (11.1%)","5 (8.5%)","6.6 (-5.4, 18.6)","-0.3 (-9.8, 9.2)","VALUE",3,1,2,0
"HYPERHIDROSIS","7 (13.2%)","2 (2.7%)","9 (7.1%)","1 (1.7%)","11.5 (1.8, 21.2)","1.0 (-3.9, 6.0)","VALUE",3,1,3,0
"RASH","4 (7.5%)","5 (6.8%)","9 (7.1%)","3 (5.1%)","2.5 (-6.6, 11.5)","1.8 (-6.3, 9.8)","VALUE",3,1,4,0
"SKIN IRRITATION","1 (1.9%)","3 (4.1%)","4 (3.2%)","2 (3.4%)","-1.5 (-7.4, 4.4)","0.7 (-5.8, 7.2)","VALUE",3,1,5,0
"BLISTER","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,6,0
"RASH PRURITIC","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,7,0
"URTICARIA","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,8,0
"RASH ERYTHEMATOUS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,9,0
"RASH MACULO-PAPULAR","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,10,0
"General disorders and administration site conditions","23 (43.4%)","23 (31.5%)","46 (36.5%)","12 (20.3%)","23.1 (6.2, 39.9)","11.2 (-3.6, 26.0)","VALUE",4,0,10,1
"APPLICATION SITE PRURITUS","9 (17.0%)","11 (15.1%)","20 (15.9%)","4 (6.8%)","10.2 (-1.8, 22.2)","8.3 (-2.1, 18.7)","VALUE",4,1,11,0
"APPLICATION SITE ERYTHEMA","9 (17.0%)","6 (8.2%)","15 (11.9%)","0","17.0 (6.9, 27.1)","8.2 (1.9, 14.5)","VALUE",4,1,12,0
"APPLICATION SITE IRRITATION","8 (15.1%)","5 (6.8%)","13 (10.3%)","2 (3.4%)","11.7 (1.0, 22.4)","3.5 (-3.9, 10.9)","VALUE",4,1,13,0
"FATIGUE","4 (7.5%)","3 (4.1%)","7 (5.6%)","0","7.5 (0.4, 14.7)","4.1 (-0.4, 8.7)","VALUE",4,1,14,0
"APPLICATION SITE DERMATITIS","2 (3.8%)","4 (5.5%)","6 (4.8%)","3 (5.1%)","-1.3 (-8.9, 6.3)","0.4 (-7.3, 8.1)","VALUE",4,1,15,0
"APPLICATION SITE VESICLES","2 (3.8%)","3 (4.1%)","5 (4.0%)","0","3.8 (-1.4, 8.9)","4.1 (-0.4, 8.7)","VALUE",4,1,16,0
"MALAISE","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",4,1,17,0
"APPLICATION SITE PERSPIRATION","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",4,1,18,0
"APPLICATION SITE SWELLING","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",4,1,19,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,1,20,0
"APPLICATION SITE DESQUAMATION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,1,21,0
"CHEST PAIN","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,22,0
"CHILLS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,23,0
"FEELING ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,24,0
"FEELING COLD","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,25,0
"OEDEMA PERIPHERAL","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",4,1,26,0
"PYREXIA","0","1 (1.4%)","1 (0.8%)","2 (3.4%)","-3.4 (-8.0, 1.2)","-2.0 (-7.4, 3.3)","VALUE",4,1,27,0
"SUDDEN DEATH","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,1,28,0
"ASTHENIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",4,1,29,0
"Nervous system disorders","8 (15.1%)","10 (13.7%)","18 (14.3%)","4 (6.8%)","8.3 (-3.3, 19.9)","6.9 (-3.2, 17.1)","VALUE",5,0,29,1
"DIZZINESS","4 (7.5%)","4 (5.5%)","8 (6.3%)","0","7.5 (0.4, 14.7)","5.5 (0.3, 10.7)","VALUE",5,1,30,0
"HEADACHE","3 (5.7%)","2 (2.7%)","5 (4.0%)","2 (3.4%)","2.3 (-5.5, 10.0)","-0.7 (-6.6, 5.3)","VALUE",5,1,31,0
"TRANSIENT ISCHAEMIC ATTACK","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",5,1,32,0
"BALANCE DISORDER","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",5,1,33,0
"BURNING SENSATION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",5,1,34,0
"HEMIANOPIA HOMONYMOUS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",5,1,35,0
"PARAESTHESIA ORAL","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",5,1,36,0
"SOMNOLENCE","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",5,1,37,0
"STUPOR","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",5,1,38,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,1,39,0
"Cardiac disorders","8 (15.1%)","9 (12.3%)","17 (13.5%)","6 (10.2%)","4.9 (-7.4, 17.3)","2.2 (-8.6, 12.9)","VALUE",6,0,39,1
"SINUS BRADYCARDIA","6 (11.3%)","1 (1.4%)","7 (5.6%)","0","11.3 (2.8, 19.9)","1.4 (-1.3, 4.0)","VALUE",6,1,40,0
"ATRIAL FIBRILLATION","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",6,1,41,0
"MYOCARDIAL INFARCTION","1 (1.9%)","1 (1.4%)","2 (1.6%)","3 (5.1%)","-3.2 (-9.9, 3.5)","-3.7 (-9.9, 2.5)","VALUE",6,1,42,0
"VENTRICULAR EXTRASYSTOLES","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",6,1,43,0
"ATRIAL FLUTTER","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,44,0
"BUNDLE BRANCH BLOCK RIGHT","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",6,1,45,0
"PALPITATIONS","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",6,1,46,0
"SUPRAVENTRICULAR EXTRASYSTOLES","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",6,1,47,0
"SUPRAVENTRICULAR TACHYCARDIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",6,1,48,0
"WOLFF-PARKINSON-WHITE SYNDROME","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",6,1,49,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,1,50,0
"SINUS ARRHYTHMIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,1,51,0
"TACHYCARDIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,1,52,0
"Gastrointestinal disorders","9 (17.0%)","4 (5.5%)","13 (10.3%)","4 (6.8%)","10.2 (-1.8, 22.2)","-1.3 (-9.6, 7.0)","VALUE",7,0,52,1
"NAUSEA","3 (5.7%)","2 (2.7%)","5 (4.0%)","0","5.7 (-0.6, 11.9)","2.7 (-1.0, 6.5)","VALUE",7,1,53,0
"VOMITING","4 (7.5%)","0","4 (3.2%)","0","7.5 (0.4, 14.7)","0.0 (0.0, 0.0)","VALUE",7,1,54,0
"DIARRHOEA","2 (3.8%)","1 (1.4%)","3 (2.4%)","2 (3.4%)","0.4 (-6.5, 7.3)","-2.0 (-7.4, 3.3)","VALUE",7,1,55,0
"SALIVARY HYPERSECRETION","3 (5.7%)","0","3 (2.4%)","0","5.7 (-0.6, 11.9)","0.0 (0.0, 0.0)","VALUE",7,1,56,0
"ABDOMINAL PAIN","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",7,1,57,0
"CONSTIPATION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",7,1,58,0
"DYSPEPSIA","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",7,1,59,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",7,1,60,0
"Infections and infestations","5 (9.4%)","5 (6.8%)","10 (7.9%)","7 (11.9%)","-2.4 (-13.8, 9.0)","-5.0 (-15.1, 5.1)","VALUE",8,0,60,1
