"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 AE leading to discontinuation","23 (43.4%)","20 (27.4%)","43 (34.1%)","18 (30.5%)","12.9 (-4.9, 30.7)","-3.1 (-18.7, 12.5)","VALUE",2,0,0,0
"General disorders and administration site conditions","6 (11.3%)","8 (11.0%)","14 (11.1%)","4 (6.8%)","4.5 (-6.1, 15.2)","4.2 (-5.4, 13.8)","VALUE",3,0,0,1
"APPLICATION SITE PRURITUS","2 (3.8%)","4 (5.5%)","6 (4.8%)","0","3.8 (-1.4, 8.9)","5.5 (0.3, 10.7)","VALUE",3,1,1,0
"APPLICATION SITE IRRITATION","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","1.9 (-1.8, 5.5)","4.1 (-0.4, 8.7)","VALUE",3,1,2,0
"APPLICATION SITE DERMATITIS","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",3,1,3,0
"APPLICATION SITE ERYTHEMA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",3,1,4,0
"ASTHENIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,5,0
"CHEST PAIN","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,6,0
"FATIGUE","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,7,0
"ULCER","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,8,0
"APPLICATION SITE INDURATION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,1,9,0
"APPLICATION SITE REACTION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,1,10,0
"OEDEMA PERIPHERAL","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",3,1,11,0
"Skin and subcutaneous tissue disorders","7 (13.2%)","3 (4.1%)","10 (7.9%)","5 (8.5%)","4.7 (-6.8, 16.3)","-4.4 (-12.8, 4.1)","VALUE",4,0,11,1
"PRURITUS","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",4,1,12,0
"ERYTHEMA","2 (3.8%)","0","2 (1.6%)","1 (1.7%)","2.1 (-4.0, 8.2)","-1.7 (-5.0, 1.6)","VALUE",4,1,13,0
"RASH","2 (3.8%)","0","2 (1.6%)","1 (1.7%)","2.1 (-4.0, 8.2)","-1.7 (-5.0, 1.6)","VALUE",4,1,14,0
"SKIN IRRITATION","1 (1.9%)","1 (1.4%)","2 (1.6%)","1 (1.7%)","0.2 (-4.7, 5.1)","-0.3 (-4.6, 3.9)","VALUE",4,1,15,0
"BLISTER","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",4,1,16,0
"RASH PRURITIC","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",4,1,17,0
"DRUG ERUPTION","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",4,1,18,0
"HYPERHIDROSIS","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",4,1,19,0
"Nervous system disorders","4 (7.5%)","4 (5.5%)","8 (6.3%)","1 (1.7%)","5.9 (-2.0, 13.7)","3.8 (-2.4, 10.0)","VALUE",5,0,19,1
"DIZZINESS","1 (1.9%)","3 (4.1%)","4 (3.2%)","0","1.9 (-1.8, 5.5)","4.1 (-0.4, 8.7)","VALUE",5,1,20,0
"HEADACHE","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",5,1,21,0
"SYNCOPE","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",5,1,22,0
"PARKINSON'S DISEASE","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",5,1,23,0
"Respiratory, thoracic and mediastinal disorders","2 (3.8%)","2 (2.7%)","4 (3.2%)","1 (1.7%)","2.1 (-4.0, 8.2)","1.0 (-3.9, 6.0)","VALUE",6,0,23,1
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,24,0
"DYSPHONIA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",6,1,25,0
"DYSPNOEA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",6,1,26,0
"NASAL CONGESTION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,27,0
"RESPIRATORY TRACT CONGESTION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",6,1,28,0
"POSTNASAL DRIP","0","0","0","1 (1.7%)","-1.7 (-5.0, 1.6)","-1.7 (-5.0, 1.6)","VALUE",6,1,29,0
"Gastrointestinal disorders","1 (1.9%)","2 (2.7%)","3 (2.4%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-0.7 (-6.6, 5.3)","VALUE",7,0,29,1
"DIARRHOEA","0","2 (2.7%)","2 (1.6%)","1 (1.7%)","-1.7 (-5.0, 1.6)","1.0 (-3.9, 6.0)","VALUE",7,1,30,0
"SALIVARY HYPERSECRETION","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",7,1,31,0
