"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 AE","51 (96.2%)","62 (84.9%)","113 (89.7%)","42 (71.2%)","25.0 (12.4, 37.7)","13.7 (-0.4, 27.9)","VALUE",2,0,0,0
"General disorders and administration site conditions","26 (49.1%)","38 (52.1%)","64 (50.8%)","16 (27.1%)","21.9 (4.3, 39.5)","24.9 (8.8, 41.1)","VALUE",3,0,0,1
"APPLICATION SITE PRURITUS","13 (24.5%)","18 (24.7%)","31 (24.6%)","4 (6.8%)","17.7 (4.5, 31.0)","17.9 (6.1, 29.7)","VALUE",3,1,1,0
"APPLICATION SITE ERYTHEMA","10 (18.9%)","11 (15.1%)","21 (16.7%)","2 (3.4%)","15.5 (4.0, 27.0)","11.7 (2.3, 21.1)","VALUE",3,1,2,0
"APPLICATION SITE IRRITATION","8 (15.1%)","7 (9.6%)","15 (11.9%)","2 (3.4%)","11.7 (1.0, 22.4)","6.2 (-2.0, 14.4)","VALUE",3,1,3,0
"APPLICATION SITE DERMATITIS","4 (7.5%)","7 (9.6%)","11 (8.7%)","5 (8.5%)","-0.9 (-11.0, 9.1)","1.1 (-8.7, 10.9)","VALUE",3,1,4,0
"FATIGUE","5 (9.4%)","5 (6.8%)","10 (7.9%)","0","9.4 (1.6, 17.3)","6.8 (1.1, 12.6)","VALUE",3,1,5,0
"APPLICATION SITE VESICLES","4 (7.5%)","4 (5.5%)","8 (6.3%)","0","7.5 (0.4, 14.7)","5.5 (0.3, 10.7)","VALUE",3,1,6,0
"APPLICATION SITE SWELLING","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",3,1,7,0
"MALAISE","2 (3.8%)","1 (1.4%)","3 (2.4%)","0","3.8 (-1.4, 8.9)","1.4 (-1.3, 4.0)","VALUE",3,1,8,0
"APPLICATION SITE PAIN","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",3,1,9,0
"APPLICATION SITE PERSPIRATION","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",3,1,10,0
"APPLICATION SITE URTICARIA","0","2 (2.7%)","2 (1.6%)","0","0.0 (0.0, 0.0)","2.7 (-1.0, 6.5)","VALUE",3,1,11,0
"CHEST DISCOMFORT","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",3,1,12,0
"CHEST PAIN","2 (3.8%)","0","2 (1.6%)","0","3.8 (-1.4, 8.9)","0.0 (0.0, 0.0)","VALUE",3,1,13,0
"OEDEMA PERIPHERAL","1 (1.9%)","1 (1.4%)","2 (1.6%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-2.0 (-7.4, 3.3)","VALUE",3,1,14,0
"APPLICATION SITE BLEEDING","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,15,0
"APPLICATION SITE DESQUAMATION","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,16,0
"APPLICATION SITE REACTION","1 (1.9%)","0","1 (0.8%)","1 (1.7%)","0.2 (-4.7, 5.1)","-1.7 (-5.0, 1.6)","VALUE",3,1,17,0
"ASTHENIA","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",3,1,18,0
"CHILLS","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,19,0
"FEELING ABNORMAL","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,20,0
"FEELING COLD","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,21,0
"OEDEMA","0","1 (1.4%)","1 (0.8%)","0","0.0 (0.0, 0.0)","1.4 (-1.3, 4.0)","VALUE",3,1,22,0
"PAIN","1 (1.9%)","0","1 (0.8%)","0","1.9 (-1.8, 5.5)","0.0 (0.0, 0.0)","VALUE",3,1,23,0
