"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Analysis set: Safety","59","59","44","34","22","8","VALUE",2,0,0,0
"Subjects with ≥ 1 AE","42 (71.2%)","11 (18.6%)","6 (13.6%)","9 (26.5%)","13 (59.1%)","3 (37.5%)","VALUE",3,0,0,1
"Skin and subcutaneous tissue disorders","16 (27.1%)","5 (8.5%)","3 (6.8%)","4 (11.8%)","3 (13.6%)","1 (12.5%)","VALUE",4,0,0,1
"PRURITUS","6 (10.2%)","1 (1.7%)","2 (4.5%)","2 (5.9%)","1 (4.5%)","0","VALUE",4,1,1,0
"ERYTHEMA","6 (10.2%)","2 (3.4%)","1 (2.3%)","2 (5.9%)","1 (4.5%)","0","VALUE",4,1,2,0
"HYPERHIDROSIS","2 (3.4%)","0","1 (2.3%)","0","1 (4.5%)","0","VALUE",4,1,3,0
"RASH","4 (6.8%)","1 (1.7%)","0","2 (5.9%)","0","1 (12.5%)","VALUE",4,1,4,0
"SKIN IRRITATION","3 (5.1%)","1 (1.7%)","0","2 (5.9%)","0","0","VALUE",4,1,5,0
"RASH PRURITIC","0","0","0","0","0","0","VALUE",4,1,6,0
"BLISTER","0","0","0","0","0","0","VALUE",4,1,7,0
"PRURITUS GENERALISED","0","0","0","0","0","0","VALUE",4,1,8,0
"SKIN ODOUR ABNORMAL","0","0","0","0","0","0","VALUE",4,1,9,0
"RASH ERYTHEMATOUS","0","0","0","0","0","0","VALUE",4,1,10,0
"General disorders and administration site conditions","16 (27.1%)","3 (5.1%)","2 (4.5%)","4 (11.8%)","6 (27.3%)","1 (12.5%)","VALUE",5,0,10,1
"APPLICATION SITE PRURITUS","4 (6.8%)","2 (3.4%)","0","1 (2.9%)","1 (4.5%)","0","VALUE",5,1,11,0
"APPLICATION SITE ERYTHEMA","2 (3.4%)","0","0","1 (2.9%)","1 (4.5%)","0","VALUE",5,1,12,0
"APPLICATION SITE IRRITATION","2 (3.4%)","1 (1.7%)","0","0","1 (4.5%)","0","VALUE",5,1,13,0
"FATIGUE","0","0","0","0","0","0","VALUE",5,1,14,0
"APPLICATION SITE DERMATITIS","5 (8.5%)","1 (1.7%)","0","2 (5.9%)","1 (4.5%)","1 (12.5%)","VALUE",5,1,15,0
"APPLICATION SITE VESICLES","0","0","0","0","0","0","VALUE",5,1,16,0
"APPLICATION SITE PAIN","0","0","0","0","0","0","VALUE",5,1,17,0
"APPLICATION SITE PERSPIRATION","0","0","0","0","0","0","VALUE",5,1,18,0
"CHEST PAIN","0","0","0","0","0","0","VALUE",5,1,19,0
"MALAISE","0","0","0","0","0","0","VALUE",5,1,20,0
"APPLICATION SITE REACTION","1 (1.7%)","1 (1.7%)","0","0","0","0","VALUE",5,1,21,0
"CHEST DISCOMFORT","0","0","0","0","0","0","VALUE",5,1,22,0
"FEELING ABNORMAL","0","0","0","0","0","0","VALUE",5,1,23,0
"OEDEMA PERIPHERAL","2 (3.4%)","0","0","0","2 (9.1%)","0","VALUE",5,1,24,0
"PAIN","0","0","0","0","0","0","VALUE",5,1,25,0
"ASTHENIA","1 (1.7%)","0","1 (2.3%)","0","0","0","VALUE",5,1,26,0
"Nervous system disorders","5 (8.5%)","1 (1.7%)","1 (2.3%)","0","2 (9.1%)","1 (12.5%)","VALUE",6,0,26,1
"DIZZINESS","0","0","0","0","0","0","VALUE",6,1,27,0
"HEADACHE","2 (3.4%)","0","0","0","1 (4.5%)","1 (12.5%)","VALUE",6,1,28,0
"COGNITIVE DISORDER","0","0","0","0","0","0","VALUE",6,1,29,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","0","0","0","0","0","0","VALUE",6,1,30,0
"SYNCOPE","0","0","0","0","0","0","VALUE",6,1,31,0
"TRANSIENT ISCHAEMIC ATTACK","0","0","0","0","0","0","VALUE",6,1,32,0
"STUPOR","0","0","0","0","0","0","VALUE",6,1,33,0
"Gastrointestinal disorders","7 (11.9%)","2 (3.4%)","2 (4.5%)","0","2 (9.1%)","1 (12.5%)","VALUE",7,0,33,1
"NAUSEA","0","0","0","0","0","0","VALUE",7,1,34,0
"VOMITING","0","0","0","0","0","0","VALUE",7,1,35,0
"SALIVARY HYPERSECRETION","0","0","0","0","0","0","VALUE",7,1,36,0
"DIARRHOEA","3 (5.1%)","1 (1.7%)","1 (2.3%)","0","1 (4.5%)","0","VALUE",7,1,37,0
"STOMACH DISCOMFORT","0","0","0","0","0","0","VALUE",7,1,38,0
"GLOSSITIS","1 (1.7%)","0","0","0","0","1 (12.5%)","VALUE",7,1,39,0
"RECTAL HAEMORRHAGE","0","0","0","0","0","0","VALUE",7,1,40,0
"Cardiac disorders","7 (11.9%)","4 (6.8%)","0","1 (2.9%)","1 (4.5%)","1 (12.5%)","VALUE",8,0,40,1
"SINUS BRADYCARDIA","0","0","0","0","0","0","VALUE",8,1,41,0
"MYOCARDIAL INFARCTION","3 (5.1%)","1 (1.7%)","0","0","1 (4.5%)","1 (12.5%)","VALUE",8,1,42,0
"ATRIAL FIBRILLATION","0","0","0","0","0","0","VALUE",8,1,43,0
"VENTRICULAR EXTRASYSTOLES","0","0","0","0","0","0","VALUE",8,1,44,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","0","0","0","0","0","0","VALUE",8,1,45,0
"PALPITATIONS","0","0","0","0","0","0","VALUE",8,1,46,0
"SUPRAVENTRICULAR TACHYCARDIA","0","0","0","0","0","0","VALUE",8,1,47,0
"TACHYCARDIA","1 (1.7%)","0","0","0","0","1 (12.5%)","VALUE",8,1,48,0
"Infections and infestations","14 (23.7%)","3 (5.1%)","3 (6.8%)","1 (2.9%)","5 (22.7%)","2 (25.0%)","VALUE",9,0,48,1
"NASOPHARYNGITIS","2 (3.4%)","0","0","1 (2.9%)","1 (4.5%)","0","VALUE",9,1,49,0
"UPPER RESPIRATORY TRACT INFECTION","5 (8.5%)","2 (3.4%)","0","0","2 (9.1%)","1 (12.5%)","VALUE",9,1,50,0
"HORDEOLUM","0","0","0","0","0","0","VALUE",9,1,51,0
"RHINITIS","0","0","0","0","0","0","VALUE",9,1,52,0
"EAR INFECTION","2 (3.4%)","0","1 (2.3%)","0","0","1 (12.5%)","VALUE",9,1,53,0
"Respiratory, thoracic and mediastinal disorders","5 (8.5%)","0","1 (2.3%)","4 (11.8%)","0","0","VALUE",10,0,53,1
"COUGH","1 (1.7%)","0","0","1 (2.9%)","0","0","VALUE",10,1,54,0
"NASAL CONGESTION","2 (3.4%)","0","1 (2.3%)","1 (2.9%)","0","0","VALUE",10,1,55,0
"EPISTAXIS","0","0","0","0","0","0","VALUE",10,1,56,0
