"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"General disorders and administration site conditions","26 (49.1%)","38 (52.1%)","64 (50.8%)","16 (27.1%)","21.9 (4.3, 39.5)","24.9 (8.8, 41.1)","VALUE",2,0,0,0
"Skin and subcutaneous tissue disorders","34 (64.2%)","28 (38.4%)","62 (49.2%)","16 (27.1%)","37.0 (19.8, 54.2)","11.2 (-4.7, 27.1)","VALUE",2,0,1,0
"Nervous system disorders","18 (34.0%)","18 (24.7%)","36 (28.6%)","5 (8.5%)","25.5 (10.9, 40.1)","16.2 (4.0, 28.4)","VALUE",2,0,2,0
"Gastrointestinal disorders","14 (26.4%)","10 (13.7%)","24 (19.0%)","7 (11.9%)","14.6 (0.1, 29.0)","1.8 (-9.6, 13.2)","VALUE",2,0,3,0
"Cardiac disorders","11 (20.8%)","11 (15.1%)","22 (17.5%)","7 (11.9%)","8.9 (-4.8, 22.6)","3.2 (-8.4, 14.8)","VALUE",2,0,4,0
"Infections and infestations","9 (17.0%)","6 (8.2%)","15 (11.9%)","14 (23.7%)","-6.7 (-21.6, 8.1)","-15.5 (-28.1, -3.0)","VALUE",2,0,5,0
"Psychiatric disorders","6 (11.3%)","8 (11.0%)","14 (11.1%)","7 (11.9%)","-0.5 (-12.4, 11.3)","-0.9 (-11.8, 10.0)","VALUE",2,0,6,0
"Respiratory, thoracic and mediastinal disorders","7 (13.2%)","6 (8.2%)","13 (10.3%)","5 (8.5%)","4.7 (-6.8, 16.3)","-0.3 (-9.8, 9.2)","VALUE",2,0,7,0
"Investigations","5 (9.4%)","7 (9.6%)","12 (9.5%)","7 (11.9%)","-2.4 (-13.8, 9.0)","-2.3 (-12.9, 8.4)","VALUE",2,0,8,0
"Musculoskeletal and connective tissue disorders","4 (7.5%)","5 (6.8%)","9 (7.1%)","2 (3.4%)","4.2 (-4.3, 12.6)","3.5 (-3.9, 10.9)","VALUE",2,0,9,0
"Injury, poisoning and procedural complications","3 (5.7%)","5 (6.8%)","8 (6.3%)","2 (3.4%)","2.3 (-5.5, 10.0)","3.5 (-3.9, 10.9)","VALUE",2,0,10,0
"Renal and urinary disorders","2 (3.8%)","3 (4.1%)","5 (4.0%)","2 (3.4%)","0.4 (-6.5, 7.3)","0.7 (-5.8, 7.2)","VALUE",2,0,11,0
"Vascular disorders","1 (1.9%)","3 (4.1%)","4 (3.2%)","3 (5.1%)","-3.2 (-9.9, 3.5)","-1.0 (-8.2, 6.2)","VALUE",2,0,12,0
"Ear and labyrinth disorders","1 (1.9%)","2 (2.7%)","3 (2.4%)","1 (1.7%)","0.2 (-4.7, 5.1)","1.0 (-3.9, 6.0)","VALUE",2,0,13,0
"Eye disorders","1 (1.9%)","2 (2.7%)","3 (2.4%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-0.7 (-6.6, 5.3)","VALUE",2,0,14,0
"Reproductive system and breast disorders","3 (5.7%)","0","3 (2.4%)","3 (5.1%)","0.6 (-7.8, 8.9)","-5.1 (-10.7, 0.5)","VALUE",2,0,15,0
"Congenital, familial and genetic disorders","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",2,0,16,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","1 (1.9%)","1 (1.4%)","2 (1.6%)","0","1.9 (-1.8, 5.5)","1.4 (-1.3, 4.0)","VALUE",2,0,17,0
"Endocrine disorders","0","1 (1.4%)","1 (0.8%)","1 (1.7%)","-1.7 (-5.0, 1.6)","-0.3 (-4.6, 3.9)","VALUE",2,0,18,0
"Metabolism and nutrition disorders","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-3.4 (-8.0, 1.2)","VALUE",2,0,19,0
"Surgical and medical procedures","1 (1.9%)","0","1 (0.8%)","2 (3.4%)","-1.5 (-7.4, 4.4)","-3.4 (-8.0, 1.2)","VALUE",2,0,20,0
"Hepatobiliary disorders","0","0","0","0","0.0 (0.0, 0.0)","0.0 (0.0, 0.0)","VALUE",2,0,21,0
"Immune system disorders","0","0","0","0","0.0 (0.0, 0.0)","0.0 (0.0, 0.0)","VALUE",2,0,22,0
"Social circumstances","0","0","0","0","0.0 (0.0, 0.0)","0.0 (0.0, 0.0)","VALUE",2,0,23,0
