"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"Analysis set: Safety","68","8","11","9","40","VALUE",2,0,0,0
"Subjects with ≥1 AE","58 (85.3%)","7 (87.5%)","8 (72.7%)","9 (100.0%)","34 (85.0%)","VALUE",3,0,0,1
"General disorders and administration site conditions","36 (52.9%)","3 (37.5%)","4 (36.4%)","7 (77.8%)","22 (55.0%)","VALUE",4,0,0,1
"APPLICATION SITE PRURITUS","17 (25.0%)","0","2 (18.2%)","3 (33.3%)","12 (30.0%)","VALUE",4,1,1,0
"APPLICATION SITE ERYTHEMA","10 (14.7%)","0","1 (9.1%)","2 (22.2%)","7 (17.5%)","VALUE",4,1,2,0
"APPLICATION SITE IRRITATION","7 (10.3%)","1 (12.5%)","1 (9.1%)","1 (11.1%)","4 (10.0%)","VALUE",4,1,3,0
"APPLICATION SITE DERMATITIS","7 (10.3%)","0","2 (18.2%)","0","5 (12.5%)","VALUE",4,1,4,0
"APPLICATION SITE VESICLES","4 (5.9%)","0","0","1 (11.1%)","3 (7.5%)","VALUE",4,1,5,0
"FATIGUE","3 (4.4%)","0","1 (9.1%)","1 (11.1%)","1 (2.5%)","VALUE",4,1,6,0
"APPLICATION SITE SWELLING","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,7,0
"APPLICATION SITE PERSPIRATION","0","0","0","0","0","VALUE",4,1,8,0
"CHEST DISCOMFORT","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,9,0
"MALAISE","0","0","0","0","0","VALUE",4,1,10,0
"OEDEMA PERIPHERAL","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",4,1,11,0
"APPLICATION SITE BLEEDING","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,12,0
"APPLICATION SITE DESQUAMATION","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",4,1,13,0
"APPLICATION SITE PAIN","0","0","0","0","0","VALUE",4,1,14,0
"APPLICATION SITE REACTION","0","0","0","0","0","VALUE",4,1,15,0
"APPLICATION SITE URTICARIA","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",4,1,16,0
"ASTHENIA","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",4,1,17,0
"CHEST PAIN","0","0","0","0","0","VALUE",4,1,18,0
"CHILLS","0","0","0","0","0","VALUE",4,1,19,0
"FEELING ABNORMAL","0","0","0","0","0","VALUE",4,1,20,0
"FEELING COLD","0","0","0","0","0","VALUE",4,1,21,0
"OEDEMA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,22,0
"PAIN","0","0","0","0","0","VALUE",4,1,23,0
"PYREXIA","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,24,0
"SECRETION DISCHARGE","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,25,0
"SUDDEN DEATH","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",4,1,26,0
"ULCER","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",4,1,27,0
"APPLICATION SITE INDURATION","0","0","0","0","0","VALUE",4,1,28,0
"Skin and subcutaneous tissue disorders","26 (38.2%)","4 (50.0%)","4 (36.4%)","4 (44.4%)","14 (35.0%)","VALUE",5,0,28,1
"PRURITUS","14 (20.6%)","3 (37.5%)","1 (9.1%)","2 (22.2%)","8 (20.0%)","VALUE",5,1,29,0
"ERYTHEMA","8 (11.8%)","1 (12.5%)","1 (9.1%)","0","6 (15.0%)","VALUE",5,1,30,0
"RASH","8 (11.8%)","3 (37.5%)","2 (18.2%)","1 (11.1%)","2 (5.0%)","VALUE",5,1,31,0
"HYPERHIDROSIS","3 (4.4%)","0","0","2 (22.2%)","1 (2.5%)","VALUE",5,1,32,0
"SKIN IRRITATION","4 (5.9%)","0","0","1 (11.1%)","3 (7.5%)","VALUE",5,1,33,0
"BLISTER","2 (2.9%)","0","0","0","2 (5.0%)","VALUE",5,1,34,0
"RASH PRURITIC","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",5,1,35,0
"URTICARIA","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",5,1,36,0
"ACTINIC KERATOSIS","0","0","0","0","0","VALUE",5,1,37,0
"PRURITUS GENERALISED","0","0","0","0","0","VALUE",5,1,38,0
"RASH ERYTHEMATOUS","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",5,1,39,0
"RASH MACULO-PAPULAR","0","0","0","0","0","VALUE",5,1,40,0
"SKIN ODOUR ABNORMAL","0","0","0","0","0","VALUE",5,1,41,0
"ALOPECIA","0","0","0","0","0","VALUE",5,1,42,0
"DRUG ERUPTION","0","0","0","0","0","VALUE",5,1,43,0
"SKIN ULCER","0","0","0","0","0","VALUE",5,1,44,0
"Nervous system disorders","16 (23.5%)","1 (12.5%)","2 (18.2%)","3 (33.3%)","10 (25.0%)","VALUE",6,0,44,1
"DIZZINESS","6 (8.8%)","0","0","1 (11.1%)","5 (12.5%)","VALUE",6,1,45,0
"HEADACHE","3 (4.4%)","0","0","1 (11.1%)","2 (5.0%)","VALUE",6,1,46,0
"SYNCOPE","3 (4.4%)","1 (12.5%)","0","0","2 (5.0%)","VALUE",6,1,47,0
"SOMNOLENCE","2 (2.9%)","0","0","1 (11.1%)","1 (2.5%)","VALUE",6,1,48,0
"TRANSIENT ISCHAEMIC ATTACK","2 (2.9%)","0","0","1 (11.1%)","1 (2.5%)","VALUE",6,1,49,0
"BALANCE DISORDER","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",6,1,50,0
"BURNING SENSATION","0","0","0","0","0","VALUE",6,1,51,0
"COGNITIVE DISORDER","0","0","0","0","0","VALUE",6,1,52,0
"COMPLEX PARTIAL SEIZURES","1 (1.5%)","1 (12.5%)","0","0","0","VALUE",6,1,53,0
"COORDINATION ABNORMAL","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",6,1,54,0
"HEMIANOPIA HOMONYMOUS","1 (1.5%)","0","0","0","1 (2.5%)","VALUE",6,1,55,0
"HYPERSOMNIA","0","0","0","0","0","VALUE",6,1,56,0
"LETHARGY","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",6,1,57,0
"PARAESTHESIA","0","0","0","0","0","VALUE",6,1,58,0
"PARAESTHESIA ORAL","1 (1.5%)","0","1 (9.1%)","0","0","VALUE",6,1,59,0
"PAROSMIA","0","0","0","0","0","VALUE",6,1,60,0
"STUPOR","1 (1.5%)","0","0","1 (11.1%)","0","VALUE",6,1,61,0
"SYNCOPE VASOVAGAL","0","0","0","0","0","VALUE",6,1,62,0
"PARKINSON'S DISEASE","0","0","0","0","0","VALUE",6,1,63,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","0","0","VALUE",6,1,64,0
"Gastrointestinal disorders","9 (13.2%)","0","2 (18.2%)","2 (22.2%)","5 (12.5%)","VALUE",7,0,64,1
"VOMITING","2 (2.9%)","0","0","0","2 (5.0%)","VALUE",7,1,65,0
"DIARRHOEA","3 (4.4%)","0","0","1 (11.1%)","2 (5.0%)","VALUE",7,1,66,0
