"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"Subjects with ≥1 AE","62 (84.9%)","","","","","","VALUE",2,0,0,0
"General disorders and administration site conditions","38 (52.1%)","2 (2.7%)","7 (9.6%)","7 (9.6%)","13 (17.8%)","6 (8.2%)","VALUE",3,0,0,1
"APPLICATION SITE PRURITUS","18 (24.7%)","2 (2.7%)","3 (4.1%)","2 (2.7%)","2 (2.7%)","4 (5.5%)","VALUE",3,1,1,0
"APPLICATION SITE ERYTHEMA","11 (15.1%)","2 (2.7%)","2 (2.7%)","4 (5.5%)","3 (4.1%)","0","VALUE",3,1,2,0
"APPLICATION SITE IRRITATION","7 (9.6%)","0","0","2 (2.7%)","4 (5.5%)","0","VALUE",3,1,3,0
"APPLICATION SITE DERMATITIS","7 (9.6%)","1 (1.4%)","3 (4.1%)","0","2 (2.7%)","0","VALUE",3,1,4,0
"FATIGUE","5 (6.8%)","0","2 (2.7%)","1 (1.4%)","2 (2.7%)","0","VALUE",3,1,5,0
"APPLICATION SITE VESICLES","4 (5.5%)","0","1 (1.4%)","1 (1.4%)","1 (1.4%)","1 (1.4%)","VALUE",3,1,6,0
"APPLICATION SITE SWELLING","1 (1.4%)","0","0","1 (1.4%)","0","0","VALUE",3,1,7,0
"MALAISE","1 (1.4%)","0","1 (1.4%)","0","0","0","VALUE",3,1,8,0
"APPLICATION SITE PAIN","0","0","0","0","0","0","VALUE",3,1,9,0
"APPLICATION SITE PERSPIRATION","0","0","0","0","0","0","VALUE",3,1,10,0
"APPLICATION SITE URTICARIA","2 (2.7%)","0","1 (1.4%)","0","0","0","VALUE",3,1,11,0
"CHEST DISCOMFORT","1 (1.4%)","0","0","0","1 (1.4%)","0","VALUE",3,1,12,0
"CHEST PAIN","0","0","0","0","0","0","VALUE",3,1,13,0
"OEDEMA PERIPHERAL","1 (1.4%)","0","1 (1.4%)","0","0","0","VALUE",3,1,14,0
"APPLICATION SITE BLEEDING","1 (1.4%)","0","1 (1.4%)","0","0","0","VALUE",3,1,15,0
"APPLICATION SITE DESQUAMATION","1 (1.4%)","1 (1.4%)","0","0","0","0","VALUE",3,1,16,0
"APPLICATION SITE REACTION","0","0","0","0","0","0","VALUE",3,1,17,0
"ASTHENIA","1 (1.4%)","0","0","0","0","0","VALUE",3,1,18,0
"CHILLS","0","0","0","0","0","0","VALUE",3,1,19,0
"FEELING ABNORMAL","0","0","0","0","0","0","VALUE",3,1,20,0
"FEELING COLD","0","0","0","0","0","0","VALUE",3,1,21,0
"OEDEMA","1 (1.4%)","0","0","0","0","0","VALUE",3,1,22,0
"PAIN","0","0","0","0","0","0","VALUE",3,1,23,0
"PYREXIA","1 (1.4%)","0","1 (1.4%)","0","0","0","VALUE",3,1,24,0
"SECRETION DISCHARGE","1 (1.4%)","0","0","0","0","1 (1.4%)","VALUE",3,1,25,0
"SUDDEN DEATH","1 (1.4%)","1 (1.4%)","0","0","0","0","VALUE",3,1,26,0
"ULCER","1 (1.4%)","0","0","0","1 (1.4%)","0","VALUE",3,1,27,0
"APPLICATION SITE INDURATION","0","0","0","0","0","0","VALUE",3,1,28,0
"Skin and subcutaneous tissue disorders","28 (38.4%)","3 (4.1%)","5 (6.8%)","3 (4.1%)","4 (5.5%)","11 (15.1%)","VALUE",4,0,28,1
"PRURITUS","14 (19.2%)","2 (2.7%)","2 (2.7%)","3 (4.1%)","2 (2.7%)","4 (5.5%)","VALUE",4,1,29,0
"ERYTHEMA","8 (11.0%)","3 (4.1%)","1 (1.4%)","0","1 (1.4%)","2 (2.7%)","VALUE",4,1,30,0
