"label","col 1","col 2","col 3","col 4","col 5","col 6","row_type","anbr","indentme","roworder","newrows"
"PRURITUS","20 (37.7%)","14 (19.2%)","34 (27.0%)","6 (10.2%)","27.6 (12.4, 42.7)","9.0 (-2.9, 20.9)","VALUE",2,0,0,0
"APPLICATION SITE PRURITUS","13 (24.5%)","18 (24.7%)","31 (24.6%)","4 (6.8%)","17.7 (4.5, 31.0)","17.9 (6.1, 29.7)","VALUE",2,0,1,0
"APPLICATION SITE ERYTHEMA","10 (18.9%)","11 (15.1%)","21 (16.7%)","2 (3.4%)","15.5 (4.0, 27.0)","11.7 (2.3, 21.1)","VALUE",2,0,2,0
"ERYTHEMA","12 (22.6%)","8 (11.0%)","20 (15.9%)","6 (10.2%)","12.5 (-1.2, 26.1)","0.8 (-9.7, 11.3)","VALUE",2,0,3,0
"DIZZINESS","8 (15.1%)","8 (11.0%)","16 (12.7%)","0","15.1 (5.5, 24.7)","11.0 (3.8, 18.1)","VALUE",2,0,4,0
"APPLICATION SITE IRRITATION","8 (15.1%)","7 (9.6%)","15 (11.9%)","2 (3.4%)","11.7 (1.0, 22.4)","6.2 (-2.0, 14.4)","VALUE",2,0,5,0
"RASH","5 (9.4%)","9 (12.3%)","14 (11.1%)","4 (6.8%)","2.7 (-7.5, 12.8)","5.5 (-4.4, 15.5)","VALUE",2,0,6,0
"HYPERHIDROSIS","8 (15.1%)","4 (5.5%)","12 (9.5%)","2 (3.4%)","11.7 (1.0, 22.4)","2.1 (-4.9, 9.1)","VALUE",2,0,7,0
"SINUS BRADYCARDIA","7 (13.2%)","4 (5.5%)","11 (8.7%)","0","13.2 (4.1, 22.3)","5.5 (0.3, 10.7)","VALUE",2,0,8,0
"FATIGUE","5 (9.4%)","5 (6.8%)","10 (7.9%)","0","9.4 (1.6, 17.3)","6.8 (1.1, 12.6)","VALUE",2,0,9,0
"APPLICATION SITE VESICLES","4 (7.5%)","4 (5.5%)","8 (6.3%)","0","7.5 (0.4, 14.7)","5.5 (0.3, 10.7)","VALUE",2,0,10,0
"HEADACHE","5 (9.4%)","3 (4.1%)","8 (6.3%)","2 (3.4%)","6.0 (-3.1, 15.2)","0.7 (-5.8, 7.2)","VALUE",2,0,11,0
"SKIN IRRITATION","4 (7.5%)","4 (5.5%)","8 (6.3%)","3 (5.1%)","2.5 (-6.6, 11.5)","0.4 (-7.3, 8.1)","VALUE",2,0,12,0
"COUGH","3 (5.7%)","4 (5.5%)","7 (5.6%)","1 (1.7%)","4.0 (-3.1, 11.0)","3.8 (-2.4, 10.0)","VALUE",2,0,13,0
"NAUSEA","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","9.4 (1.6, 17.3)","2.7 (-1.0, 6.5)","VALUE",2,0,14,0
"VOMITING","5 (9.4%)","2 (2.7%)","7 (5.6%)","0","9.4 (1.6, 17.3)","2.7 (-1.0, 6.5)","VALUE",2,0,15,0
"NASOPHARYNGITIS","3 (5.7%)","3 (4.1%)","6 (4.8%)","2 (3.4%)","2.3 (-5.5, 10.0)","0.7 (-5.8, 7.2)","VALUE",2,0,16,0
"SALIVARY HYPERSECRETION","4 (7.5%)","0","4 (3.2%)","0","7.5 (0.4, 14.7)","0.0 (0.0, 0.0)","VALUE",2,0,17,0
"NASAL CONGESTION","3 (5.7%)","0","3 (2.4%)","2 (3.4%)","2.3 (-5.5, 10.0)","-3.4 (-8.0, 1.2)","VALUE",2,0,18,0
